name,age,nationality,overall,club,preferred_foot,jersey number,contract valid until,height,weight,league,speciality
B. Barclay,21,England,58,Brighton & Hove Albion,Right,35,2019,74,172,PREMIER LEAGUE,No Speciality
H. Marcelin,18,France,58,AJ Auxerre,Left,24,2023,78,187,DOMINO'S LIGUE 2,No Speciality
M. Jørgensen,17,Denmark,58,Odense Boldklub,Right,25,2021,72,154,0,No Speciality
M. Beeney,22,England,58,Sligo Rovers,Right,33,2019,78,181,SSE AIRTRICITY LEAGUE,Goalkeeper
R. Alm,22,Sweden,58,IF Brommapojkarna,Right,14,2021,69,154,0,No Speciality
A. Bakir,17,Germany,58,Borussia Dortmund,Right,42,2021,70,152,BUNDESLIGA,No Speciality
M. Bassouamina,20,France,58,AS Nancy Lorraine,Right,25,2021,68,146,0,No Speciality
S. Bose,22,India,58,Free Agent,Left,2,Free Agent,73,172,0,No Speciality
Maikel,28,Spain,58,IF Brommapojkarna,Right,21,2020,72,176,0,No Speciality
J. Urzúa,18,Chile,58,CD Huachipato,Right,24,2019,68,150,CAMP. SCOTIABANK,No Speciality
B. Wiles,19,England,58,Rotherham United,Right,25,2019,69,146,0,No Speciality
Park Ji Soo,24,Korea Republic,58,Gyeongnam FC,Right,23,2023,72,154,K-LEAGUE 1,No Speciality
D. Liszka,18,Poland,58,Górnik Zabrze,Left,11,2019,69,172,EKSTRAKLASA,No Speciality
M. Kumbulla,18,Albania,58,Hellas Verona,Right,24,2020,73,172,CALCIO B,No Speciality
Cao Ziheng,23,China PR,58,Changchun Yatai FC,Right,19,2020,69,148,CSL,No Speciality
Zhang Huachen,20,China PR,58,Shanghai SIPG FC,Right,17,2019,69,148,CSL,No Speciality
C. Okoroji,21,England,58,SC Freiburg,Left,36,2020,70,159,BUNDESLIGA,No Speciality
S. Wamangituka,18,Congo,58,Paris FC,Right,28,2021,74,185,DOMINO'S LIGUE 2,No Speciality
R. Way,28,Australia,58,Wellington Phoenix,Right,3,2019,72,194,0,No Speciality
Y. Takeoka,32,Japan,58,Kawasaki Frontale,Right,17,2021,70,161,0,No Speciality
P. Marie,23,France,58,San Jose Earthquakes,Right,33,2018,68,141,0,No Speciality
M. Trovato,20,Italy,58,Cosenza,Right,58,2019,72,165,CALCIO B,No Speciality
Y. Urra,21,Chile,58,CD Huachipato,Right,22,2018,74,190,CAMP. SCOTIABANK,Goalkeeper
A. Beestin,20,England,58,Doncaster Rovers,Right,14,2019,70,165,0,No Speciality
S. Kowalczyk,19,Poland,58,Pogoń Szczecin,Right,27,2019,67,119,EKSTRAKLASA,No Speciality
Zhang Xiuwei,22,China PR,58,Tianjin Quanjian FC,Right,8,2020,68,141,CSL,No Speciality
Martín,18,Spain,58,Rayo Vallecano,Right,31,2022,71,165,LALIGA SANTANDER,No Speciality
S. Sessegnon,18,England,58,Fulham,Right,43,2020,69,152,PREMIER LEAGUE,No Speciality
Javi Rubio,19,Spain,58,Rayo Vallecano,Left,32,2019,71,165,LALIGA SANTANDER,No Speciality
K. Lebon,20,France,58,Paris FC,Right,25,2020,69,150,DOMINO'S LIGUE 2,No Speciality
C. Pring,20,England,58,Newport County,Left,20,"Jan 5, 2019",73,157,EFL LEAGUE TWO,No Speciality
N. Ennis,19,England,58,Wolverhampton Wanderers,Right,45,2020,71,176,PREMIER LEAGUE,No Speciality
J. Krahl,18,Germany,58,RB Leipzig,Right,32,2019,76,181,BUNDESLIGA,Goalkeeper
H. Al Qahtani,23,Saudi Arabia,58,Al Faisaly,Right,10,2019,70,148,SAUDI PROFESSIONAL LEAGUE,No Speciality
J. Hardy,19,England,58,Brentford,Right,39,2019,67,146,EFL CHAMPIONSHIP,No Speciality
S. Córdova,21,Mexico,58,Club Necaxa,Right,22,"May 31, 2019",68,143,0,No Speciality
Q. Roberts,23,Canada,58,Los Angeles FC,Right,23,2018,72,201,MLS,Goalkeeper
Zhang Chenlong,25,China PR,58,Guangzhou R&F; FC,Right,17,2021,69,143,CSL,No Speciality
J. Soñora,21,United States,58,Club Atlético Talleres,Right,21,"Dec 31, 2018",69,154,0,No Speciality
A. Al Aryani,22,Saudi Arabia,58,Al Ittihad,Right,26,2021,68,170,SAUDI PROFESSIONAL LEAGUE,No Speciality
S. Milewski,20,Poland,58,Zagłębie Sosnowiec,Right,21,2020,69,168,0,No Speciality
A. Ba Masoud,22,Saudi Arabia,58,Al Fayha,Left,24,2021,70,154,SAUDI PROFESSIONAL LEAGUE,No Speciality
B. Verbong,18,Netherlands,58,VVV-Venlo,Right,22,2019,73,176,EREDIVISIE,Goalkeeper
Ryang Yong Gi,36,Korea DPR,58,Vegalta Sendai,Right,10,2021,68,159,MEIJI YASUDA J1,No Speciality
S. Micolta,18,Ecuador,58,Unión La Calera,Right,19,2021,71,154,CAMP. SCOTIABANK,No Speciality
C. Huanca,17,Chile,58,Deportes Iquique,Right,36,2019,72,154,0,No Speciality
D. Grootenhuis,21,Netherlands,58,FC Emmen,Left,27,2019,67,154,EREDIVISIE,No Speciality
T. Righetti,20,Switzerland,58,FC Thun,Right,23,2018,70,181,RAIFFEISEN SUPER LEAGUE,No Speciality
Zhang Chong,30,China PR,58,Dalian YiFang FC,Right,1,2018,76,176,CSL,Goalkeeper
G. Shaw,26,Republic of Ireland,58,St. Patrick's Athletic,Right,30,2019,77,192,0,No Speciality
P. Camará,21,Guinea Bissau,58,Crawley Town,Right,28,2019,73,161,EFL LEAGUE TWO,No Speciality
Y. Maeda,33,Japan,58,V-Varen Nagasaki,Right,6,2018,69,152,MEIJI YASUDA J1,No Speciality
C. Galvin,22,Republic of Ireland,58,Waterford FC,Right,17,2018,68,146,SSE AIRTRICITY LEAGUE,No Speciality
G. Smith,24,England,58,Lincoln City,Left,21,2020,73,190,EFL LEAGUE TWO,Goalkeeper
B. Stevenson,19,England,58,Gillingham,Right,25,2019,72,161,EFL LEAGUE ONE,No Speciality
M. Yamada,23,Japan,58,FC Tokyo,Right,22,2021,73,176,0,No Speciality
J. Schau,19,Germany,58,FC Carl Zeiss Jena,Right,25,2019,70,165,0,No Speciality
D. Kelly,22,Republic of Ireland,58,Bohemian FC,Right,27,2018,74,148,SSE AIRTRICITY LEAGUE,No Speciality
S. Guðjohnsen,20,Iceland,58,Spezia,Left,17,2021,75,176,0,No Speciality
W. Ebane,26,Gabon,58,FC Lorient,Left,35,2019,71,176,DOMINO'S LIGUE 2,No Speciality
Cao Yongjing,21,China PR,58,Beijing Renhe FC,Right,20,2021,71,161,CSL,No Speciality
L. Kouagba,24,France,58,AS Béziers,Right,3,2020,72,179,DOMINO'S LIGUE 2,No Speciality
T. Abraham,17,England,58,Fulham,Right,51,2020,73,170,PREMIER LEAGUE,No Speciality
Pablo Cacharrón,21,Spain,58,CD Lugo,Right,26,2020,72,168,LALIGA 1 | 2 | 3,Goalkeeper
J. Rodríguez,25,Mexico,58,Puebla FC,Right,1,2022,73,176,0,Goalkeeper
J. Doherty,22,Northern Ireland,58,Crawley Town,Left,3,2020,70,154,EFL LEAGUE TWO,No Speciality
T. Maya,21,Colombia,58,Atlético Huila,Left,32,2021,69,157,LIGA DIMAYOR,No Speciality
Du Changjie,20,China PR,58,Henan Jianye FC,Right,7,2021,70,176,0,No Speciality
J. Christensen,17,Denmark,58,FC Nordsjælland,Right,22,2021,71,152,SUPERLIGA,No Speciality
J. Anthony,18,England,58,Bournemouth,Left,56,2019,69,137,PREMIER LEAGUE,No Speciality
J. Boote,18,England,58,Bournemouth,Right,60,2019,69,139,PREMIER LEAGUE,No Speciality
T. Odusina,18,England,58,Norwich City,Right,41,2021,73,163,0,No Speciality
M. Pattier,22,France,58,FC Lorient,Right,40,2021,72,165,DOMINO'S LIGUE 2,Goalkeeper
J. Cobián,19,Mexico,58,Club Necaxa,Left,77,2021,69,154,0,No Speciality
Gao Huaze,20,China PR,58,Hebei China Fortune FC,Right,37,2022,70,150,CSL,No Speciality
D. Sugioka,19,Japan,58,Shonan Bellmare,Left,29,2021,72,165,MEIJI YASUDA J1,No Speciality
C. Månsson,37,Sweden,58,Kristiansund BK,Right,23,2018,74,194,0,Goalkeeper
D. Villa,20,Mexico,58,Club Atlas,Left,22,2021,67,154,0,No Speciality
R. Coughlan,21,Republic of Ireland,58,Cork City,Right,18,2019,70,165,SSE AIRTRICITY LEAGUE,No Speciality
A. Álvarez,19,Colombia,58,América de Cali,Right,32,2021,69,154,LIGA DIMAYOR,No Speciality
A. Estupiñán,23,Colombia,58,Deportivo Pasto,Right,15,2021,69,159,LIGA DIMAYOR,No Speciality
T. Al Kaabi,26,Saudi Arabia,58,Al Hazem,Right,6,2022,65,137,SAUDI PROFESSIONAL LEAGUE,No Speciality
H. Rodgers,21,England,58,Accrington Stanley,Right,18,2020,74,174,0,No Speciality
S. Shome,20,Canada,58,Montreal Impact,Right,28,2018,70,152,MLS,No Speciality
T. Matsumoto,19,Japan,58,Sanfrecce Hiroshima,Right,32,2018,70,146,0,No Speciality
M. İnan,18,Turkey,58,Antalyaspor,Right,31,2019,72,161,SÜPER LIG,No Speciality
A. Little,21,England,58,Oxford United,Right,30,2023,68,139,EFL LEAGUE ONE,No Speciality
J. Brinch,23,Denmark,58,Esbjerg fB,Right,25,2019,72,148,SUPERLIGA,No Speciality
J. Osei-Tutu,19,England,58,Arsenal,Right,52,2021,70,159,PREMIER LEAGUE,No Speciality
Y. Emghames,20,Germany,58,Hannover 96,Left,16,2019,69,152,BUNDESLIGA,No Speciality
A. Björnström,22,Sweden,58,IK Sirius,Right,16,2021,69,143,ALLSVENSKAN,No Speciality
M. Donohue,20,England,58,Fleetwood Town,Right,30,2019,70,128,EFL LEAGUE ONE,No Speciality
M. Al Mufarrij,21,Saudi Arabia,58,Al Taawoun,Left,32,"Jun 30, 2019",71,148,SAUDI PROFESSIONAL LEAGUE,No Speciality
D. Cornell,27,Wales,58,Northampton Town,Right,1,2020,74,174,0,Goalkeeper
T. Baller,19,Germany,58,Hannover 96,Right,38,2019,69,148,BUNDESLIGA,No Speciality
Park Kwang Il,27,Korea Republic,58,Jeonnam Dragons,Right,21,2021,69,150,K-LEAGUE 1,No Speciality
Javi López,17,Spain,58,Elche CF,Right,29,2019,69,154,LALIGA 1 | 2 | 3,No Speciality
M. Heča,27,Czech Republic,58,Sparta Praha,Right,29,2021,73,181,REST OF WORLD,Goalkeeper
Y. Al Bakr,20,Saudi Arabia,58,Al Faisaly,Right,2,2021,67,137,SAUDI PROFESSIONAL LEAGUE,No Speciality
A. Sebald,21,Germany,58,FC Hansa Rostock,Right,25,2020,74,176,0,Goalkeeper
A. Gomez Mancini,17,France,58,Angers SCO,Left,14,2021,71,154,LIGUE 1 CONFORAMA,No Speciality
S. Santoro,18,Italy,58,Palermo,Right,26,2020,71,163,CALCIO B,No Speciality
A. Ba,20,France,58,Southend United,Right,12,2019,69,176,EFL LEAGUE ONE,No Speciality
Gui Hong,23,China PR,58,Hebei China Fortune FC,Right,11,2019,73,183,CSL,Strength
R. Lowry,24,Australia,58,Wellington Phoenix,Left,5,2019,71,154,0,No Speciality
R. Tugarev,19,Russia,58,Lokomotiv Moscow,Right,67,2021,67,139,REST OF WORLD,No Speciality
F. Ourega,25,France,58,Paris FC,Right,11,2019,69,163,DOMINO'S LIGUE 2,No Speciality
M. Salaba,18,Austria,58,SV Mattersburg,Right,22,2021,74,170,Ö. BUNDESLIGA,Goalkeeper
F. Maddaloni,23,France,58,Chamois Niortais Football Club,Right,16,2019,76,194,0,Goalkeeper
A. Barnes,21,England,58,Colchester United,Right,12,2019,73,168,0,No Speciality
R. Emanuelsson,26,Sweden,58,IF Brommapojkarna,Right,1,2019,75,192,0,Goalkeeper
T. Robinson,20,England,58,Bradford City,Left,11,2020,68,150,EFL LEAGUE ONE,No Speciality
L. O'Brien,19,England,58,Bradford City,Left,39,"Jun 30, 2019",68,139,EFL LEAGUE ONE,No Speciality
H. Evjen,18,Norway,58,FK Bodø/Glimt,Right,26,2020,69,154,ELITESERIEN,No Speciality
E. Aiwu,17,Austria,58,FC Admira Wacker Mödling,Right,27,2021,72,170,0,No Speciality
M. Lund,21,England,58,Doncaster Rovers,Right,28,2019,73,165,0,No Speciality
E. Kaja,20,Albania,58,Livingston FC,Right,14,"Jun 30, 2019",70,172,0,No Speciality
A. Curry,21,England,58,Hull City,Left,26,2019,74,187,EFL CHAMPIONSHIP,No Speciality
P. Sokołowski,23,Poland,58,Piast Gliwice,Right,18,2020,71,161,EKSTRAKLASA,No Speciality
A. Kaltoft,20,Denmark,58,Vendsyssel FF,Right,15,2020,76,172,SUPERLIGA,No Speciality
E. Linthorst,18,Netherlands,58,VVV-Venlo,Right,29,2019,72,161,EREDIVISIE,No Speciality
B. Lekström,37,Sweden,58,Hammarby IF,Right,27,2018,75,190,ALLSVENSKAN,Goalkeeper
L. Schneider,18,Germany,58,FC Energie Cottbus,Right,29,2019,72,170,0,No Speciality
Han Feng,34,China PR,58,Guangzhou R&F; FC,Right,25,2019,74,152,CSL,Goalkeeper
D. Ogawa,26,Japan,58,Júbilo Iwata,Right,24,2021,68,161,MEIJI YASUDA J1,No Speciality
F. Quiroz,20,Chile,58,Club Deportes Temuco,Right,28,2019,69,161,0,No Speciality
S. Steijn,16,Netherlands,58,VVV-Venlo,Right,35,"Jun 30, 2019",68,134,EREDIVISIE,No Speciality
L. Ketterer,24,United States,58,Columbus Crew SC,Right,30,2021,75,181,MLS,Goalkeeper
A. Nilsson,24,Sweden,58,Trelleborgs FF,Right,2,2018,69,150,ALLSVENSKAN,No Speciality
L. Perrin,19,France,58,Olympique de Marseille,Right,32,2021,74,157,LIGUE 1 CONFORAMA,No Speciality
C. Coll,26,Republic of Ireland,58,Derry City,Left,3,2019,70,141,SSE AIRTRICITY LEAGUE,No Speciality
C. Camacho,23,Mexico,58,Club Necaxa,Right,34,2019,70,165,0,No Speciality
S. Sørløkk,21,Norway,58,Ranheim Fotball,Right,17,2019,74,163,ELITESERIEN,No Speciality
N. Awassi,20,Germany,58,VfL Sportfreunde Lotte,Right,26,2020,76,183,0,No Speciality
R. Hirakawa,18,Japan,58,FC Tokyo,Right,40,2021,69,159,0,No Speciality
C. Cooke,25,England,58,St. Mirren,Right,20,2020,73,168,SCOTTISH PREMIERSHIP,No Speciality
P. van der Vlag,40,Netherlands,58,FC Emmen,Right,1,2019,73,168,EREDIVISIE,Goalkeeper
R. Borges,26,India,58,Free Agent,Right,14,Free Agent,73,165,0,No Speciality
T. Nijhuis,19,Netherlands,58,FC Utrecht,Right,31,2019,77,183,EREDIVISIE,Goalkeeper
L. Bogdan,22,Croatia,58,Livorno,Right,26,2023,77,168,CALCIO B,No Speciality
L. Wildin,20,Antigua & Barbuda,58,Stevenage,Right,2,2021,70,165,EFL LEAGUE TWO,No Speciality
M. Lillebo,23,Norway,58,Ranheim Fotball,Right,14,2019,72,163,ELITESERIEN,No Speciality
R. Kim,21,Russia,58,Pohang Steelers,Right,41,2020,75,181,K-LEAGUE 1,Goalkeeper
M. Irigoyemborde,23,France,58,AS Béziers,Left,34,2021,70,159,DOMINO'S LIGUE 2,No Speciality
T. Ominami,20,Japan,57,Júbilo Iwata,Right,25,2021,72,159,MEIJI YASUDA J1,No Speciality
I. Angulo,19,Colombia,57,Envigado FC,Right,7,2020,67,137,0,No Speciality
G. Carvajal,18,Colombia,57,América de Cali,Right,6,2021,71,159,LIGA DIMAYOR,No Speciality
C. Akono,18,Germany,57,SC Preußen Münster,Left,32,2021,75,174,0,No Speciality
S. Pabón,22,Colombia,57,Junior FC,Right,22,2021,74,174,0,Goalkeeper
C. Donovan,22,United States,57,Houston Dynamo,Left,30,2018,74,176,MLS,No Speciality
Park Jung Ho,21,Korea Republic,57,Jeonbuk Hyundai Motors,Right,38,2021,72,165,0,No Speciality
R. Kehr,18,Germany,57,Borussia Dortmund,Left,43,2021,74,176,BUNDESLIGA,No Speciality
M. Soumaré,20,France,57,La Berrichonne de Châteauroux,Right,2,2020,73,174,0,No Speciality
S. Pirkl,21,Austria,57,FC Wacker Innsbruck,Left,31,2019,69,152,0,No Speciality
J. Senior,21,England,57,Luton Town,Left,21,2019,68,139,EFL LEAGUE ONE,No Speciality
S. Jiménez,20,Colombia,57,Envigado FC,Right,28,2021,69,154,0,No Speciality
T. Nagura,20,Japan,57,V-Varen Nagasaki,Right,34,2019,66,139,MEIJI YASUDA J1,No Speciality
S. Seedorf,20,Netherlands,57,Bradford City,Right,17,2020,68,150,EFL LEAGUE ONE,No Speciality
N. Böhmer,18,Germany,57,RB Leipzig,Right,37,2019,70,154,BUNDESLIGA,No Speciality
N. Insfrán,23,Argentina,57,Gimnasia y Esgrima La Plata,Right,12,2021,71,183,0,Goalkeeper
J. Barjonas,19,Scotland,57,Bury,Right,19,"Jan 1, 2019",68,159,EFL LEAGUE TWO,No Speciality
L. Ntumba,17,France,57,Dijon FCO,Left,30,2021,76,172,LIGUE 1 CONFORAMA,Goalkeeper
K. O'Connell,18,England,57,Bournemouth,Right,57,2019,69,141,PREMIER LEAGUE,No Speciality
M. Bird,17,England,57,Derby County,Left,41,2020,72,150,EFL CHAMPIONSHIP,No Speciality
B. Tozer,28,England,57,Cheltenham Town,Right,4,2020,73,179,EFL LEAGUE TWO,No Speciality
M. Tokida,20,Japan,57,Vegalta Sendai,Left,33,2021,74,179,MEIJI YASUDA J1,No Speciality
V. Vanbaleghem,21,France,57,La Berrichonne de Châteauroux,Right,8,2021,73,181,0,No Speciality
H. Hawsawi,20,Saudi Arabia,57,Al Faisaly,Right,5,2022,72,168,SAUDI PROFESSIONAL LEAGUE,No Speciality
B. Bashir,20,Saudi Arabia,57,Al Faisaly,Right,14,2022,70,165,SAUDI PROFESSIONAL LEAGUE,No Speciality
G. Volpe,22,Italy,57,US Cremonese,Right,12,2020,74,183,0,Goalkeeper
C. Manicone,20,Italy,57,FC Lugano,Right,95,2021,72,172,RAIFFEISEN SUPER LEAGUE,No Speciality
M. Herrera,30,Colombia,57,La Equidad,Right,13,2021,71,161,LIGA DIMAYOR,No Speciality
J. Caballero,20,Colombia,57,Atlético Bucaramanga,Right,27,2019,71,159,0,No Speciality
Kim Min Jun,25,Korea Republic,57,Jeonnam Dragons,Right,4,2021,70,157,K-LEAGUE 1,No Speciality
S. Seddon,20,England,57,Stevenage,Left,12,"Jan 15, 2019",70,150,EFL LEAGUE TWO,No Speciality
M. Al Mutairi,19,Saudi Arabia,57,Al Hazem,Left,24,2022,66,134,SAUDI PROFESSIONAL LEAGUE,No Speciality
M. Platt,20,England,57,Accrington Stanley,Right,25,"Jun 30, 2019",74,179,0,No Speciality
E. Botheim,18,Norway,57,Rosenborg BK,Right,34,2020,73,165,ELITESERIEN,No Speciality
J. Quiñones,20,Colombia,57,Atlético Bucaramanga,Right,25,2019,73,163,0,No Speciality
Wang Guoming,28,China PR,57,Henan Jianye FC,Right,19,2018,74,179,0,Goalkeeper
A. Kabashi,21,Sweden,57,IF Elfsborg,Right,25,2019,71,157,ALLSVENSKAN,No Speciality
J. Chávez,21,Mexico,57,Tiburones Rojos de Veracruz,Right,90,2021,66,150,0,No Speciality
C. Weale,36,England,57,Exeter City,Left,22,2019,74,185,EFL LEAGUE TWO,Goalkeeper
H. Abdelli,18,France,57,Le Havre AC,Right,33,2021,74,183,0,No Speciality
T. Golden,18,England,57,Wigan Athletic,Right,32,2019,70,143,EFL CHAMPIONSHIP,No Speciality
F. Godoy,18,Argentina,57,Unión de Santa Fe,Right,24,2021,73,174,0,No Speciality
D. Tejeda,20,Mexico,57,Tiburones Rojos de Veracruz,Right,32,2021,71,154,0,No Speciality
M. Jay,22,England,57,Exeter City,Right,17,2019,67,141,EFL LEAGUE TWO,No Speciality
S. Woods,19,England,57,Crystal Palace,Right,35,2020,73,170,PREMIER LEAGUE,No Speciality
D. Diani,20,France,57,Grasshopper Club Zürich,Left,29,2022,76,170,0,No Speciality
O. Atilgan,18,Germany,57,SG Dynamo Dresden,Right,15,2021,70,141,0,No Speciality
M. Al Rubaie,20,Saudi Arabia,57,Al Batin,Right,21,"Jun 30, 2019",75,176,SAUDI PROFESSIONAL LEAGUE,Goalkeeper
C. Fox,19,England,57,Wycombe Wanderers,Right,27,"Jan 1, 2019",73,187,0,No Speciality
B. Vera,19,Colombia,57,Itagüí Leones FC,Right,30,2021,71,163,0,No Speciality
L. Maloney,18,Germany,57,1. FC Union Berlin,Right,33,2019,74,196,0,No Speciality
J. Pask,20,England,57,West Ham United,Right,39,2020,74,168,PREMIER LEAGUE,No Speciality
A. Errico,19,Italy,57,Frosinone,Right,14,2021,70,154,SERIE A TIM,No Speciality
T. Moschión,18,Argentina,57,Club Atlético Colón,Right,4,2021,67,146,0,No Speciality
Y. Al Shammari,20,Saudi Arabia,57,Al Batin,Right,80,2020,71,143,SAUDI PROFESSIONAL LEAGUE,No Speciality
F. Sollacaro,24,France,57,AC Ajaccio,Right,30,2019,71,165,DOMINO'S LIGUE 2,Goalkeeper
O. Mbaizo,20,Cameroon,57,Philadelphia Union,Right,5,2021,70,154,0,No Speciality
O. Patiño,21,Colombia,57,Rionegro Águilas,Right,30,2021,73,161,LIGA DIMAYOR,Goalkeeper
J. Arboleda,23,Colombia,57,Boyacá Chicó FC,Right,16,2021,73,161,0,No Speciality
Wang Yaopeng,23,China PR,57,Dalian YiFang FC,Right,13,2018,74,176,CSL,No Speciality
O. Shannon,22,England,57,Atlanta United,Right,29,2019,72,170,MLS,No Speciality
B. Tollitt,23,England,57,Tranmere Rovers,Right,7,2019,72,168,EFL LEAGUE TWO,No Speciality
L. Kunga,19,United States,57,Atlanta United,Left,23,2021,68,150,MLS,No Speciality
E. Bird,25,United States,57,Houston Dynamo,Right,25,2023,71,170,MLS,No Speciality
M. Zach,18,Germany,57,Hallescher FC,Right,38,2019,74,174,3. LIGA,Goalkeeper
E. Masciangelo,21,Italy,57,FC Lugano,Left,7,2020,70,152,RAIFFEISEN SUPER LEAGUE,No Speciality
E. Mergen,18,Turkey,57,Alanyaspor,Right,47,2022,70,132,SÜPER LIG,No Speciality
Y. Soma,21,Japan,57,Nagoya Grampus,Right,47,2019,65,146,MEIJI YASUDA J1,No Speciality
N. Fiedler,20,Germany,57,Hallescher FC,Left,15,2019,69,150,3. LIGA,No Speciality
C. Kirk,20,England,57,Crewe Alexandra,Right,20,2021,70,152,EFL LEAGUE TWO,No Speciality
J. Bursztyn,20,Poland,57,Pogoń Szczecin,Right,26,2021,73,187,EKSTRAKLASA,Goalkeeper
G. Poluzzi,30,Italy,57,SPAL,Right,17,2019,73,163,SERIE A TIM,Goalkeeper
J. Sullivan,27,Republic of Ireland,57,Bray Wanderers,Right,8,2018,74,185,SSE AIRTRICITY LEAGUE,No Speciality
J. Scott,17,Scotland,57,Motherwell,Right,35,2019,74,192,SCOTTISH PREMIERSHIP,No Speciality
O. Al Saleem,21,Saudi Arabia,57,Ettifaq FC,Left,13,2020,72,139,SAUDI PROFESSIONAL LEAGUE,No Speciality
A. Wilson,18,England,57,Newcastle United,Left,60,2020,69,154,PREMIER LEAGUE,No Speciality
B. Kavanagh,17,Republic of Ireland,57,Shamrock Rovers,Left,27,2020,68,139,SSE AIRTRICITY LEAGUE,No Speciality
J. Vall,25,Sweden,57,IFK Norrköping,Left,9,2019,72,181,ALLSVENSKAN,No Speciality
N. Araya,19,Chile,57,CD Antofagasta,Right,25,2023,69,152,CAMP. SCOTIABANK,Goalkeeper
F. Brandhof,21,Denmark,57,FC Midtjylland,Left,29,2021,72,154,SUPERLIGA,No Speciality
K. Twardek,21,Canada,57,Sligo Rovers,Right,14,2019,73,174,SSE AIRTRICITY LEAGUE,No Speciality
O. Ottesen,19,Denmark,57,FC Midtjylland,Right,30,2019,72,159,SUPERLIGA,Goalkeeper
P. O'Conor,30,Republic of Ireland,57,Bray Wanderers,Right,6,2018,73,176,SSE AIRTRICITY LEAGUE,No Speciality
Y. Zabaleta,21,Colombia,57,Itagüí Leones FC,Right,18,2021,69,154,0,No Speciality
K. Stanek,18,Poland,57,Piast Gliwice,Right,99,2021,73,170,EKSTRAKLASA,No Speciality
J. McKay,21,Scotland,57,Cardiff City,Left,40,2020,75,187,PREMIER LEAGUE,No Speciality
S. Dahlström,21,Finland,57,HJK Helsinki,Right,14,2019,71,183,REST OF WORLD,No Speciality
M. Isaza,23,Colombia,57,Atlético Huila,Right,17,2021,72,165,LIGA DIMAYOR,No Speciality
J. Barrett,18,England,57,Huddersfield Town,Right,50,2019,73,165,PREMIER LEAGUE,No Speciality
H. Spratt,18,England,57,Huddersfield Town,Left,51,2019,70,165,PREMIER LEAGUE,No Speciality
J. De Smet,19,Belgium,57,KV Kortrijk,Right,12,2020,73,187,PRO LEAGUE,Goalkeeper
K. Sheppard,24,England,57,Newcastle Jets,Left,14,2019,75,176,HYUNDAI A-LEAGUE,No Speciality
M. Juárez,21,Argentina,57,Club Atlético Huracán,Right,29,2019,69,152,SAF,No Speciality
R. Senhadji,21,France,57,FC Sochaux-Montbéliard,Right,25,2019,73,176,0,No Speciality
F. Navarro,18,Argentina,57,Club Atlético Talleres,Right,31,2021,67,146,0,No Speciality
K. Lynch,26,Republic of Ireland,57,Bray Wanderers,Left,3,2018,73,168,SSE AIRTRICITY LEAGUE,No Speciality
M. Ranmark,22,Norway,57,Molde FK,Left,26,2018,76,190,ELITESERIEN,Goalkeeper
K. Flanagan,18,Republic of Ireland,57,Crystal Palace,Right,37,2019,70,159,PREMIER LEAGUE,No Speciality
H. Yalçıntekin,20,Turkey,57,Alanyaspor,Right,46,2022,69,139,SÜPER LIG,No Speciality
J. Rondeel,23,Netherlands,57,De Graafschap,Right,13,2019,72,168,EREDIVISIE,Goalkeeper
A. Al Qahtani,19,Saudi Arabia,57,Al Qadisiyah,Left,47,2021,70,141,SAUDI PROFESSIONAL LEAGUE,No Speciality
M. Djitté,18,Senegal,57,FC Sion,Right,22,2019,71,165,RAIFFEISEN SUPER LEAGUE,No Speciality
Lu Yao,25,China PR,57,Henan Jianye FC,Right,27,2018,69,172,0,No Speciality
J. Montgomery,24,England,57,Forest Green Rovers,Right,13,2020,71,165,0,Goalkeeper
T. Bakinson,19,England,57,Newport County,Right,15,"Jan 30, 2019",75,181,EFL LEAGUE TWO,No Speciality
M. Lenes,22,Norway,57,Ranheim Fotball,Right,12,2020,76,181,ELITESERIEN,Goalkeeper
